Test1,Test2,Test3,Test4,Test5,Test6,Test7,Test8,Test9,Test10,Test11,Test12,Test13,Test14,Test15,Test16,Test17,Test18,Test19,Test20
0.00,22.79,15.20,20.79,0.00,0.00,0.00,0.00,0.00,39.40,36.17,0.00,0.00,0.00,0.00,53.49,62.07,0.00,0.00,0.00
0.00,22.79,15.20,20.79,0.00,0.00,0.00,0.00,0.00,39.40,36.17,0.00,0.00,0.00,0.00,53.49,62.07,0.00,0.00,0.00
0.00,22.79,15.20,20.79,0.00,0.00,0.00,0.00,0.00,39.13,36.17,0.00,0.00,0.00,0.00,53.49,62.07,0.00,0.00,0.00
0.00,22.79,15.20,20.79,0.00,0.00,0.00,0.00,0.00,39.08,36.17,0.00,0.00,0.00,0.00,53.49,62.07,0.00,0.00,0.00
0.00,22.79,15.20,20.79,0.00,0.00,0.00,0.00,0.00,39.08,36.17,0.00,0.00,0.00,0.00,53.49,62.07,0.00,0.00,0.00
0.00,22.79,15.20,20.79,0.00,0.00,0.00,0.00,0.00,38.36,35.98,0.00,0.00,0.00,0.00,53.49,62.07,0.00,0.00,0.00
0.00,22.79,15.20,20.79,0.00,0.00,0.00,0.00,0.00,38.34,35.56,0.00,0.00,0.00,0.00,53.49,62.07,0.00,0.00,0.00
0.00,21.86,0.00,21.79,0.00,0.00,0.00,0.00,0.00,38.47,34.87,0.00,0.00,0.00,0.00,53.48,61.35,0.00,0.00,0.00
0.00,21.86,0.00,21.79,0.00,0.00,0.00,0.00,0.00,38.47,34.87,0.00,0.00,0.00,0.00,53.48,61.35,0.00,0.00,0.00
0.00,21.86,0.00,21.79,0.00,0.00,0.00,0.00,0.00,38.47,34.87,0.00,0.00,0.00,0.00,53.43,61.35,0.00,0.00,0.00
0.00,21.86,0.00,21.79,0.00,0.00,0.00,0.00,0.00,38.47,34.84,0.00,0.00,0.00,0.00,53.43,61.35,0.00,0.00,0.00
0.00,21.86,0.00,21.79,0.00,0.00,0.00,0.00,0.00,38.47,34.84,0.00,0.00,0.00,0.00,53.43,61.35,0.00,0.00,0.00
0.00,21.86,0.00,21.79,0.00,0.00,0.00,0.00,0.00,38.47,34.83,0.00,0.00,0.00,0.00,53.43,61.35,0.00,0.00,0.00
0.00,21.86,0.00,21.79,0.00,0.00,0.00,0.00,0.00,38.47,34.83,0.00,0.00,0.00,0.00,53.43,61.35,0.00,0.00,0.00
0.00,21.86,0.00,21.79,0.00,0.00,0.00,0.00,0.00,38.47,34.73,0.00,0.00,0.00,0.00,53.43,61.35,0.00,0.00,0.00
0.00,21.86,0.00,21.79,0.00,0.00,0.00,0.00,0.00,38.47,34.33,0.00,0.00,0.00,0.00,53.43,61.35,0.00,0.00,0.00
0.00,21.86,0.00,21.79,0.00,0.00,0.00,0.00,0.00,38.47,34.33,0.00,0.00,0.00,0.00,53.43,61.35,0.00,0.00,0.00
0.00,21.86,0.00,21.79,0.00,0.00,0.00,0.00,0.00,38.47,34.33,0.00,0.00,0.00,0.00,53.43,61.35,0.00,0.00,0.00
0.00,1.85,0.00,20.79,0.00,0.00,0.00,0.00,0.00,37.41,34.04,0.00,0.00,0.00,0.00,15.81,61.32,0.00,0.00,0.00
0.00,1.85,0.00,0.34,0.00,0.00,0.00,0.00,0.00,37.41,33.89,0.00,0.00,0.00,0.00,15.81,61.32,0.00,0.00,0.00
0.00,1.85,0.00,0.34,0.00,0.00,0.00,0.00,0.00,37.41,33.89,0.00,0.00,0.00,0.00,15.81,61.32,0.00,0.00,0.00
0.00,1.85,0.00,0.34,0.00,0.00,0.00,0.00,0.00,37.41,33.89,0.00,0.00,0.00,0.00,15.81,61.32,0.00,0.00,0.00
0.00,1.85,0.00,0.34,0.00,0.00,0.00,0.00,0.00,37.41,33.89,0.00,0.00,0.00,0.00,15.81,61.32,0.00,0.00,0.00
0.00,1.85,0.00,0.34,0.00,0.00,0.00,0.00,0.00,37.41,33.89,0.00,0.00,0.00,0.00,15.81,61.32,0.00,0.00,0.00
0.00,1.85,0.00,0.34,0.00,0.00,0.00,0.00,0.00,37.41,33.89,0.00,0.00,0.00,0.00,15.81,61.32,0.00,0.00,0.00
0.00,1.85,0.00,0.34,0.00,0.00,0.00,0.00,0.00,37.41,33.89,0.00,0.00,0.00,0.00,15.81,61.32,0.00,0.00,0.00
0.00,1.85,0.00,0.34,0.00,0.00,0.00,0.00,0.00,37.41,33.89,0.00,0.00,0.00,0.00,15.81,61.32,0.00,0.00,0.00
0.00,1.85,0.00,0.34,0.00,0.00,0.00,0.00,0.00,37.41,33.89,0.00,0.00,0.00,0.00,15.81,61.32,0.00,0.00,0.00
0.00,1.85,0.00,0.34,0.00,0.00,0.00,0.00,0.00,37.41,33.89,0.00,0.00,0.00,0.00,15.81,61.32,0.00,0.00,0.00
0.00,1.85,0.00,20.79,0.00,0.00,0.00,0.00,0.00,37.27,33.49,0.00,0.00,0.00,0.00,15.75,61.32,0.00,0.00,0.00
0.00,1.85,0.00,0.68,0.00,0.00,0.00,0.00,0.00,37.27,33.49,0.00,0.00,0.00,0.00,15.75,61.32,0.00,0.00,0.00
0.00,1.85,0.00,0.68,0.00,0.00,0.00,0.00,0.00,37.27,33.49,0.00,0.00,0.00,0.00,15.75,61.32,0.00,0.00,0.00
0.00,1.85,0.00,0.68,0.00,0.00,0.00,0.00,0.00,37.27,33.49,0.00,0.00,0.00,0.00,15.75,61.32,0.00,0.00,0.00
0.00,1.85,0.00,0.68,0.00,0.00,0.00,0.00,0.00,37.27,33.49,0.00,0.00,0.00,0.00,15.75,61.32,0.00,0.00,0.00
0.00,1.85,0.00,0.68,0.00,0.00,0.00,0.00,0.00,37.27,33.49,0.00,0.00,0.00,0.00,15.75,61.32,0.00,0.00,0.00
0.00,1.85,0.00,0.68,0.00,0.00,0.00,0.00,0.00,37.27,33.49,0.00,0.00,0.00,0.00,15.75,61.32,0.00,0.00,0.00
0.00,1.85,0.00,0.68,0.00,0.00,0.00,0.00,0.00,37.27,33.49,0.00,0.00,0.00,0.00,15.75,61.32,0.00,0.00,0.00
0.00,1.85,0.00,0.68,0.00,0.00,0.00,0.00,0.00,37.27,33.43,0.00,0.00,0.00,0.00,15.75,61.32,0.00,0.00,0.00
0.00,1.85,0.00,0.68,0.00,0.00,0.00,0.00,0.00,37.27,33.43,0.00,0.00,0.00,0.00,15.75,61.32,0.00,0.00,0.00
0.00,1.85,0.00,0.68,0.00,0.00,0.00,0.00,0.00,37.27,33.43,0.00,0.00,0.00,0.00,15.75,61.32,0.00,0.00,0.00
0.00,1.85,0.00,0.34,0.00,0.00,0.00,0.00,0.00,37.27,33.17,0.00,0.00,0.00,0.00,15.75,27.89,0.00,0.00,0.00
0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,37.27,33.17,0.00,0.00,0.00,0.00,0.09,27.89,0.00,0.00,0.00
0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,37.27,33.17,0.00,0.00,0.00,0.00,0.09,27.89,0.00,0.00,0.00
0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,37.27,33.17,0.00,0.00,0.00,0.00,0.09,27.89,0.00,0.00,0.00
0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,37.27,33.17,0.00,0.00,0.00,0.00,0.09,27.89,0.00,0.00,0.00
0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,37.27,33.17,0.00,0.00,0.00,0.00,0.09,27.89,0.00,0.00,0.00
0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,37.27,33.17,0.00,0.00,0.00,0.00,0.09,27.89,0.00,0.00,0.00
0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,37.27,33.17,0.00,0.00,0.00,0.00,0.09,27.89,0.00,0.00,0.00
0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,37.27,33.17,0.00,0.00,0.00,0.00,0.09,27.89,0.00,0.00,0.00
0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,37.27,33.17,0.00,0.00,0.00,0.00,0.09,27.89,0.00,0.00,0.00
0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,37.27,33.17,0.00,0.00,0.00,0.00,0.09,27.89,0.00,0.00,0.00
0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,37.27,33.16,0.00,0.00,0.00,0.00,0.09,24.22,0.00,0.00,0.00
0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,19.62,33.16,0.00,0.00,0.00,0.00,0.09,24.22,0.00,0.00,0.00
0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,19.62,33.16,0.00,0.00,0.00,0.00,0.09,24.22,0.00,0.00,0.00
0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,19.62,33.16,0.00,0.00,0.00,0.00,0.09,24.22,0.00,0.00,0.00
0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,19.62,33.16,0.00,0.00,0.00,0.00,0.09,24.22,0.00,0.00,0.00
0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,19.62,33.16,0.00,0.00,0.00,0.00,0.09,24.22,0.00,0.00,0.00
0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,19.62,33.16,0.00,0.00,0.00,0.00,0.09,24.22,0.00,0.00,0.00
0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,19.62,33.16,0.00,0.00,0.00,0.00,0.09,24.22,0.00,0.00,0.00
0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,15.89,33.16,0.00,0.00,0.00,0.00,0.09,24.22,0.00,0.00,0.00
0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,15.89,33.16,0.00,0.00,0.00,0.00,0.09,24.22,0.00,0.00,0.00
0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,15.89,33.16,0.00,0.00,0.00,0.00,0.09,24.22,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.16,0.00,0.00,0.00,0.00,0.09,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,0.00,0.00,0.00,0.09,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,0.00,0.00,0.00,0.09,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,0.00,0.00,0.00,0.09,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,0.00,0.00,0.00,0.09,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,0.00,0.00,0.00,0.09,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,0.00,0.00,0.00,0.09,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,0.00,0.00,0.00,0.09,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,0.00,0.00,0.00,0.09,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,0.00,0.00,0.00,0.09,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,0.00,0.00,0.00,0.09,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,2.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
