Gen,hypercube0,hypercube1,hypercube2,hypercube3
520,3.39E-08,1.29E-07,0.011154935,1.03E-06
521,3.39E-08,1.29E-07,0.010125486,1.03E-06
522,3.39E-08,7.05E-08,0.010125486,1.02E-06
523,3.39E-08,7.05E-08,0.008965293,1.02E-06
524,3.39E-08,7.05E-08,0.010124427,1.02E-06
525,3.39E-08,7.05E-08,0.009474421,1.01E-06
526,3.39E-08,7.05E-08,0.007934785,1.01E-06
527,3.39E-08,6.75E-08,0.007902657,1.01E-06
528,3.39E-08,6.75E-08,0.007902657,1.00E-06
529,3.39E-08,6.75E-08,0.007902657,1.00E-06
530,3.39E-08,6.75E-08,0.007545619,1.00E-06
531,3.39E-08,6.75E-08,0.007003548,1.00E-06
532,3.39E-08,6.75E-08,0.007115013,1.00E-06
533,3.39E-08,6.75E-08,0.00714714,1.00E-06
534,3.39E-08,6.75E-08,0.006736478,1.00E-06
535,3.39E-08,6.75E-08,0.006337998,2.01E-07
536,3.39E-08,6.75E-08,0.005837369,1.00E-06
537,3.39E-08,5.28E-08,0.005837369,1.00E-06
538,3.39E-08,5.28E-08,0.005837369,2.01E-07
539,3.39E-08,5.28E-08,0.00543889,2.01E-07
540,3.39E-08,5.28E-08,0.00543889,2.01E-07
541,3.39E-08,5.28E-08,0.005314768,2.01E-07
542,3.39E-08,5.28E-08,0.004814138,2.01E-07
543,3.39E-08,5.28E-08,0.004415659,2.01E-07
544,3.39E-08,5.28E-08,0.00521955,2.01E-07
545,3.39E-08,5.28E-08,0.004415659,2.01E-07
546,3.39E-08,5.28E-08,0.004225303,2.01E-07
547,3.39E-08,5.28E-08,0.00379784,2.01E-07
548,3.39E-08,5.28E-08,0.00379784,2.01E-07
549,3.39E-08,5.28E-08,0.003607194,2.01E-07
550,3.39E-08,5.28E-08,0.003607194,2.01E-07
551,3.39E-08,5.28E-08,0.003237289,2.01E-07
552,3.39E-08,5.28E-08,0.00296102,1.28E-07
553,3.39E-08,5.28E-08,0.003046643,1.28E-07
554,3.39E-08,5.28E-08,0.00296102,1.28E-07
555,3.39E-08,5.28E-08,0.00296102,1.28E-07
556,3.39E-08,5.10E-08,0.002770373,1.28E-07
557,3.39E-08,5.10E-08,0.002526392,9.20E-08
558,3.39E-08,5.10E-08,0.002526392,9.20E-08
559,3.39E-08,5.10E-08,0.00237651,9.20E-08
560,3.39E-08,5.10E-08,0.002526392,9.20E-08
561,3.39E-08,5.10E-08,0.001829299,1.26E-08
562,3.39E-08,3.45E-08,0.001829299,1.26E-08
563,3.39E-08,3.45E-08,0.001742082,1.26E-08
564,3.39E-08,3.45E-08,0.001465813,1.26E-08
565,3.39E-08,3.45E-08,0.001465813,1.26E-08
566,3.39E-08,3.45E-08,0.001465813,1.26E-08
567,3.39E-08,3.45E-08,0.001379186,1.26E-08
568,3.39E-08,3.45E-08,0.001135204,1.26E-08
569,3.39E-08,3.45E-08,0.001135204,1.26E-08
570,3.39E-08,3.45E-08,0.001135204,1.26E-08
571,3.39E-08,3.45E-08,0.001032354,1.26E-08
572,3.39E-08,3.45E-08,0.001020185,1.26E-08
573,1.92E-08,3.45E-08,0.001020185,1.26E-08
574,1.92E-08,3.45E-08,0.001020185,1.26E-08
575,1.92E-08,3.45E-08,0.0006114,1.26E-08
576,1.92E-08,3.45E-08,0.000949464,1.26E-08
577,1.92E-08,3.45E-08,0.000437828,1.26E-08
578,1.92E-08,3.45E-08,0.000437828,1.26E-08
579,1.92E-08,3.45E-08,0.000380944,1.26E-08
580,1.92E-08,3.45E-08,0.000350737,1.26E-08
581,1.92E-08,3.45E-08,0.000348002,1.26E-08
582,1.92E-08,3.45E-08,0.000335834,1.26E-08
583,1.92E-08,3.45E-08,0.000306021,1.26E-08
584,1.92E-08,3.45E-08,0.000293853,1.26E-08
585,1.92E-08,3.45E-08,0.000168107,1.26E-08
586,1.92E-08,3.45E-08,0.000220148,1.26E-08
587,1.92E-08,3.45E-08,0.000105129,1.26E-08
588,1.92E-08,3.45E-08,0.000111224,1.26E-08
589,1.92E-08,3.45E-08,6.04E-05,1.26E-08
590,1.92E-08,3.45E-08,0.000105129,1.26E-08
591,1.92E-08,3.45E-08,5.12E-05,1.26E-08
592,1.64E-08,3.45E-08,5.12E-05,1.26E-08
593,1.64E-08,3.45E-08,3.90E-05,1.26E-08
594,1.64E-08,3.45E-08,3.90E-05,1.14E-08
595,1.64E-08,1.62E-08,3.90E-05,1.14E-08
596,1.64E-08,1.62E-08,3.90E-05,1.14E-08
597,1.64E-08,1.62E-08,3.90E-05,1.14E-08
598,1.64E-08,1.62E-08,3.90E-05,1.14E-08
599,1.64E-08,1.62E-08,3.90E-05,1.14E-08
600,1.64E-08,1.62E-08,3.90E-05,1.14E-08
601,1.64E-08,1.62E-08,2.50E-05,1.14E-08
602,1.64E-08,1.62E-08,2.50E-05,1.14E-08
603,1.64E-08,1.62E-08,1.58E-05,1.14E-08
604,1.64E-08,1.62E-08,1.57E-05,1.14E-08
605,1.64E-08,1.44E-08,1.57E-05,1.14E-08
606,1.64E-08,1.44E-08,5.99E-06,1.14E-08
607,1.64E-08,1.44E-08,5.99E-06,1.14E-08
608,1.64E-08,1.44E-08,5.38E-06,1.14E-08
609,1.64E-08,1.44E-08,1.45E-06,1.14E-08
610,1.64E-08,1.44E-08,9.89E-07,1.14E-08
611,1.64E-08,1.44E-08,1.45E-06,1.14E-08
612,1.64E-08,1.44E-08,1.45E-06,1.14E-08
613,1.64E-08,1.44E-08,9.89E-07,1.14E-08
614,1.64E-08,1.44E-08,1.34E-06,1.14E-08
615,1.64E-08,1.44E-08,9.89E-07,1.14E-08
616,1.64E-08,1.44E-08,9.89E-07,1.14E-08
617,1.64E-08,1.44E-08,9.89E-07,1.14E-08
618,1.64E-08,1.44E-08,9.89E-07,1.14E-08
619,1.64E-08,1.44E-08,9.89E-07,1.14E-08
620,1.64E-08,1.44E-08,9.89E-07,1.14E-08
621,1.64E-08,1.44E-08,9.89E-07,1.14E-08
622,1.64E-08,1.44E-08,9.89E-07,1.14E-08
623,1.64E-08,1.44E-08,9.89E-07,1.14E-08
624,1.64E-08,1.44E-08,9.89E-07,1.14E-08
625,1.64E-08,1.44E-08,9.89E-07,1.14E-08
626,1.64E-08,1.44E-08,9.89E-07,1.14E-08
627,1.64E-08,1.44E-08,9.89E-07,1.14E-08
628,1.64E-08,1.44E-08,9.89E-07,1.14E-08
629,1.64E-08,1.44E-08,9.89E-07,1.14E-08
630,1.64E-08,1.44E-08,9.89E-07,1.14E-08
631,1.64E-08,1.44E-08,9.89E-07,1.14E-08
632,1.64E-08,1.44E-08,9.89E-07,1.14E-08
633,1.64E-08,1.44E-08,9.89E-07,1.14E-08
634,1.64E-08,1.44E-08,9.89E-07,1.14E-08
635,1.64E-08,1.44E-08,9.89E-07,1.14E-08
636,1.64E-08,1.44E-08,9.89E-07,1.14E-08
637,1.64E-08,1.44E-08,5.95E-07,1.14E-08
638,1.64E-08,1.44E-08,5.95E-07,1.14E-08
639,1.40E-08,1.44E-08,4.15E-07,1.14E-08
640,1.40E-08,1.44E-08,4.15E-07,1.14E-08
641,1.40E-08,1.44E-08,4.15E-07,1.14E-08
642,1.40E-08,1.44E-08,4.15E-07,1.14E-08
643,1.40E-08,1.44E-08,4.15E-07,1.14E-08
644,1.40E-08,1.44E-08,4.15E-07,1.14E-08
645,1.40E-08,1.44E-08,4.15E-07,1.14E-08
646,1.40E-08,1.44E-08,4.15E-07,1.14E-08
647,1.40E-08,1.44E-08,4.15E-07,1.14E-08
648,1.40E-08,1.44E-08,4.15E-07,1.14E-08
649,1.34E-08,1.44E-08,4.15E-07,1.14E-08
650,1.34E-08,1.44E-08,4.15E-07,1.14E-08
651,1.34E-08,1.44E-08,4.15E-07,1.14E-08
652,1.34E-08,1.44E-08,4.15E-07,1.14E-08
653,1.34E-08,1.44E-08,4.15E-07,1.14E-08
654,1.34E-08,1.44E-08,2.97E-07,1.14E-08
655,1.34E-08,1.44E-08,2.97E-07,1.14E-08
656,1.34E-08,1.44E-08,2.97E-07,1.14E-08
657,1.34E-08,1.44E-08,2.97E-07,1.14E-08
658,1.34E-08,1.44E-08,2.97E-07,1.14E-08
659,1.34E-08,1.44E-08,2.97E-07,1.14E-08
660,1.34E-08,1.44E-08,2.97E-07,1.14E-08
661,1.34E-08,1.44E-08,2.97E-07,1.14E-08
662,1.34E-08,1.44E-08,2.64E-07,1.14E-08
663,1.34E-08,1.44E-08,1.92E-07,1.14E-08
664,1.34E-08,1.44E-08,1.92E-07,1.14E-08
665,1.34E-08,1.44E-08,1.92E-07,1.14E-08
666,1.34E-08,1.44E-08,1.92E-07,1.14E-08
667,1.34E-08,1.44E-08,1.92E-07,1.14E-08
668,1.34E-08,1.44E-08,1.92E-07,1.14E-08
669,1.34E-08,1.44E-08,1.92E-07,1.14E-08
670,1.34E-08,1.44E-08,1.92E-07,1.14E-08
671,1.34E-08,1.44E-08,1.43E-07,1.14E-08
672,1.34E-08,1.44E-08,1.43E-07,1.14E-08
673,1.34E-08,1.44E-08,1.43E-07,1.14E-08
674,1.34E-08,1.44E-08,1.43E-07,1.14E-08
675,1.34E-08,1.44E-08,1.43E-07,1.14E-08
676,1.34E-08,1.44E-08,1.43E-07,1.14E-08
677,1.34E-08,1.44E-08,1.43E-07,1.14E-08
678,1.34E-08,1.44E-08,1.43E-07,1.14E-08
679,1.34E-08,1.44E-08,1.43E-07,1.14E-08
680,1.34E-08,1.44E-08,1.43E-07,1.14E-08
681,1.34E-08,1.44E-08,1.43E-07,1.14E-08
682,6.60E-09,1.44E-08,1.43E-07,1.14E-08
683,6.60E-09,1.44E-08,1.43E-07,1.14E-08
684,6.60E-09,1.44E-08,1.43E-07,1.14E-08
685,6.60E-09,1.44E-08,1.43E-07,1.14E-08
686,6.60E-09,1.44E-08,1.43E-07,1.14E-08
687,6.60E-09,1.44E-08,1.43E-07,1.14E-08
688,6.60E-09,1.44E-08,1.43E-07,1.14E-08
689,6.60E-09,1.44E-08,1.43E-07,1.14E-08
690,6.60E-09,1.44E-08,1.43E-07,1.14E-08
691,6.60E-09,1.44E-08,1.43E-07,1.14E-08
692,6.60E-09,1.44E-08,1.43E-07,1.14E-08
693,6.60E-09,1.44E-08,1.43E-07,1.14E-08
694,6.60E-09,1.44E-08,1.43E-07,1.14E-08
695,6.60E-09,1.44E-08,1.43E-07,1.14E-08
696,6.60E-09,1.44E-08,1.43E-07,1.11E-08
697,6.60E-09,1.44E-08,1.43E-07,1.11E-08
698,6.60E-09,1.44E-08,1.43E-07,1.11E-08
699,6.60E-09,1.44E-08,1.43E-07,1.11E-08
700,6.60E-09,1.44E-08,1.43E-07,1.11E-08
701,6.60E-09,1.44E-08,1.43E-07,1.11E-08
702,6.60E-09,1.44E-08,1.43E-07,1.11E-08
703,6.60E-09,1.44E-08,1.43E-07,1.11E-08
704,6.60E-09,1.44E-08,1.43E-07,1.11E-08
705,6.60E-09,1.44E-08,1.43E-07,1.11E-08
706,6.60E-09,1.44E-08,1.43E-07,1.11E-08
707,6.60E-09,1.44E-08,1.43E-07,1.11E-08
708,6.60E-09,1.44E-08,1.43E-07,1.11E-08
709,6.60E-09,1.44E-08,1.43E-07,1.11E-08
710,6.60E-09,1.44E-08,1.43E-07,1.11E-08
711,6.60E-09,1.44E-08,1.43E-07,1.11E-08
712,6.60E-09,1.44E-08,1.43E-07,1.11E-08
713,6.60E-09,1.44E-08,1.43E-07,1.11E-08
714,6.60E-09,1.44E-08,1.42E-07,1.11E-08
715,6.60E-09,1.44E-08,1.42E-07,1.11E-08
716,6.60E-09,1.44E-08,1.42E-07,1.11E-08
717,6.60E-09,1.44E-08,4.63E-08,1.11E-08
718,6.60E-09,1.44E-08,4.63E-08,1.11E-08
719,6.60E-09,1.44E-08,4.63E-08,1.11E-08
720,6.60E-09,1.44E-08,4.63E-08,1.11E-08
721,6.60E-09,1.44E-08,4.53E-08,1.11E-08
722,6.60E-09,1.44E-08,4.53E-08,1.11E-08
723,6.60E-09,1.44E-08,4.53E-08,1.11E-08
724,6.60E-09,1.44E-08,4.53E-08,1.11E-08
725,6.60E-09,1.44E-08,4.53E-08,1.11E-08
726,6.60E-09,1.44E-08,4.53E-08,1.11E-08
727,6.60E-09,1.44E-08,4.53E-08,1.11E-08
728,6.60E-09,1.44E-08,4.53E-08,1.11E-08
729,6.60E-09,1.44E-08,4.53E-08,1.11E-08
730,6.60E-09,1.44E-08,4.53E-08,1.11E-08
731,6.60E-09,1.44E-08,4.53E-08,1.11E-08
732,6.60E-09,1.44E-08,4.53E-08,1.07E-08
733,6.60E-09,1.44E-08,3.51E-08,1.11E-08
734,6.60E-09,1.44E-08,3.51E-08,1.07E-08
735,6.60E-09,1.44E-08,3.51E-08,1.07E-08
736,6.60E-09,1.44E-08,3.51E-08,1.07E-08
737,6.60E-09,1.44E-08,3.51E-08,1.07E-08
738,6.60E-09,1.44E-08,3.51E-08,1.07E-08
739,6.60E-09,1.44E-08,3.51E-08,1.07E-08
740,6.60E-09,1.44E-08,8.28E-09,1.07E-08
741,6.60E-09,1.44E-08,3.51E-08,1.07E-08
742,6.60E-09,1.44E-08,8.28E-09,1.07E-08
743,6.60E-09,1.44E-08,8.28E-09,1.07E-08
744,6.60E-09,1.44E-08,8.28E-09,1.07E-08
745,6.60E-09,1.44E-08,8.28E-09,1.07E-08
746,6.60E-09,1.44E-08,8.28E-09,1.07E-08
747,6.60E-09,1.44E-08,8.28E-09,1.07E-08
748,6.60E-09,1.44E-08,8.28E-09,1.07E-08
749,6.60E-09,1.44E-08,8.28E-09,1.07E-08
750,6.60E-09,1.44E-08,8.28E-09,1.07E-08
751,6.60E-09,1.44E-08,8.28E-09,1.07E-08
752,6.60E-09,1.44E-08,8.28E-09,1.07E-08
753,6.60E-09,1.44E-08,8.28E-09,1.07E-08
754,6.60E-09,1.44E-08,8.28E-09,1.07E-08
755,6.60E-09,1.44E-08,8.28E-09,1.07E-08
756,6.60E-09,1.44E-08,8.28E-09,1.07E-08
757,6.60E-09,1.44E-08,8.28E-09,1.07E-08
758,6.60E-09,1.44E-08,8.28E-09,1.07E-08
759,6.60E-09,1.44E-08,8.28E-09,1.07E-08
760,6.60E-09,1.44E-08,8.28E-09,1.07E-08
761,6.60E-09,1.44E-08,8.28E-09,1.07E-08
762,6.60E-09,1.44E-08,8.28E-09,1.07E-08
763,6.60E-09,1.44E-08,8.28E-09,1.07E-08
764,6.60E-09,1.44E-08,8.28E-09,1.07E-08
765,6.60E-09,1.44E-08,8.28E-09,1.07E-08
766,6.60E-09,1.44E-08,8.28E-09,1.07E-08
767,5.92E-09,1.44E-08,8.28E-09,1.07E-08
768,5.92E-09,1.44E-08,8.28E-09,1.07E-08
769,5.92E-09,1.44E-08,8.28E-09,1.07E-08
770,5.92E-09,1.44E-08,8.28E-09,1.07E-08
771,5.92E-09,1.44E-08,8.28E-09,1.07E-08
772,5.92E-09,1.44E-08,8.28E-09,1.07E-08
773,5.92E-09,1.44E-08,8.28E-09,1.07E-08
774,5.92E-09,1.44E-08,8.28E-09,1.07E-08
775,5.92E-09,1.44E-08,8.28E-09,1.07E-08
776,5.92E-09,1.44E-08,8.28E-09,1.07E-08
777,5.92E-09,1.44E-08,8.28E-09,1.07E-08
778,5.92E-09,1.44E-08,8.28E-09,1.07E-08
779,5.92E-09,1.44E-08,8.28E-09,1.07E-08
780,5.92E-09,1.44E-08,8.28E-09,1.07E-08
781,5.92E-09,1.44E-08,8.28E-09,1.07E-08
782,5.92E-09,1.44E-08,8.28E-09,1.07E-08
783,5.92E-09,1.44E-08,8.28E-09,1.07E-08
784,5.92E-09,1.44E-08,8.28E-09,1.07E-08
785,5.92E-09,1.44E-08,8.28E-09,1.07E-08
786,5.92E-09,1.44E-08,8.28E-09,1.07E-08
787,5.92E-09,1.44E-08,8.28E-09,1.07E-08
788,5.92E-09,1.44E-08,8.28E-09,1.07E-08
789,5.92E-09,1.44E-08,8.28E-09,1.07E-08
790,5.92E-09,1.44E-08,8.28E-09,1.07E-08
791,5.92E-09,1.44E-08,8.28E-09,1.07E-08
792,5.92E-09,1.44E-08,8.28E-09,1.07E-08
793,5.92E-09,1.44E-08,8.28E-09,1.07E-08
794,5.92E-09,1.44E-08,8.28E-09,1.07E-08
795,5.92E-09,1.44E-08,8.28E-09,1.07E-08
796,5.92E-09,1.44E-08,8.28E-09,1.07E-08
797,5.92E-09,1.44E-08,8.28E-09,1.07E-08
798,5.92E-09,1.44E-08,8.28E-09,1.07E-08
799,5.92E-09,1.44E-08,8.28E-09,1.07E-08
800,5.92E-09,1.44E-08,8.28E-09,1.07E-08
801,5.92E-09,1.44E-08,8.28E-09,1.07E-08
802,5.92E-09,1.44E-08,8.28E-09,1.07E-08
803,5.92E-09,1.44E-08,8.28E-09,1.07E-08
804,5.92E-09,1.44E-08,8.28E-09,1.07E-08
805,5.92E-09,1.44E-08,8.28E-09,1.07E-08
806,5.92E-09,1.44E-08,8.28E-09,1.07E-08
807,5.92E-09,1.44E-08,8.28E-09,1.07E-08
808,5.92E-09,1.44E-08,8.28E-09,5.52E-09
809,5.92E-09,1.44E-08,8.28E-09,1.07E-08
810,5.92E-09,1.44E-08,8.28E-09,5.52E-09
811,5.92E-09,1.44E-08,8.28E-09,5.52E-09
812,5.92E-09,1.44E-08,8.28E-09,5.52E-09
813,5.92E-09,1.44E-08,8.28E-09,5.52E-09
814,5.92E-09,1.44E-08,8.28E-09,5.52E-09
815,5.92E-09,1.44E-08,8.28E-09,5.52E-09
816,5.92E-09,1.44E-08,8.28E-09,5.52E-09
817,5.92E-09,1.44E-08,8.28E-09,5.52E-09
818,5.92E-09,1.44E-08,8.28E-09,5.52E-09
819,5.92E-09,1.44E-08,8.28E-09,5.52E-09
820,5.92E-09,1.44E-08,8.28E-09,5.52E-09
821,5.92E-09,1.44E-08,8.28E-09,5.52E-09
822,5.92E-09,1.44E-08,8.28E-09,5.52E-09
823,5.92E-09,1.44E-08,8.28E-09,5.52E-09
824,5.92E-09,1.44E-08,8.28E-09,5.52E-09
825,5.92E-09,1.44E-08,8.28E-09,5.52E-09
826,5.92E-09,1.44E-08,8.28E-09,5.52E-09
827,5.92E-09,1.44E-08,8.28E-09,5.51E-09
828,5.92E-09,1.44E-08,8.28E-09,5.51E-09
829,5.92E-09,1.44E-08,8.28E-09,5.51E-09
830,5.92E-09,1.44E-08,8.28E-09,5.51E-09
831,5.92E-09,1.44E-08,8.28E-09,5.51E-09
832,5.92E-09,1.44E-08,4.62E-09,5.51E-09
833,5.92E-09,1.44E-08,4.62E-09,5.51E-09
834,5.92E-09,1.44E-08,4.62E-09,5.51E-09
835,5.92E-09,1.44E-08,4.62E-09,5.51E-09
836,5.92E-09,1.44E-08,4.62E-09,5.51E-09
837,5.92E-09,1.44E-08,4.62E-09,5.25E-09
838,5.92E-09,1.44E-08,4.62E-09,5.24E-09
839,5.92E-09,1.44E-08,4.62E-09,5.24E-09
840,5.92E-09,1.44E-08,4.62E-09,5.24E-09
841,5.92E-09,1.41E-08,4.62E-09,5.24E-09
842,5.92E-09,1.41E-08,4.62E-09,5.24E-09
843,5.92E-09,1.41E-08,4.62E-09,5.24E-09
844,5.92E-09,1.41E-08,4.62E-09,5.24E-09
845,5.92E-09,1.41E-08,4.62E-09,5.24E-09
846,5.92E-09,1.41E-08,4.62E-09,5.24E-09
847,5.18E-09,1.41E-08,4.62E-09,5.24E-09
848,5.18E-09,1.41E-08,4.62E-09,5.24E-09
849,5.18E-09,1.41E-08,4.62E-09,5.24E-09
850,5.18E-09,1.41E-08,4.62E-09,5.24E-09
851,5.18E-09,1.41E-08,4.62E-09,5.24E-09
852,5.18E-09,1.41E-08,4.62E-09,5.24E-09
853,5.18E-09,1.41E-08,4.62E-09,5.24E-09
854,5.18E-09,1.41E-08,4.62E-09,5.24E-09
855,5.18E-09,1.41E-08,4.62E-09,5.24E-09
856,5.18E-09,1.41E-08,4.62E-09,5.24E-09
857,5.18E-09,1.41E-08,4.62E-09,5.24E-09
858,5.18E-09,1.41E-08,4.62E-09,5.24E-09
859,5.18E-09,1.41E-08,4.62E-09,5.24E-09
860,5.18E-09,1.41E-08,4.62E-09,5.24E-09
861,5.18E-09,1.41E-08,4.62E-09,5.24E-09
862,5.18E-09,1.41E-08,4.62E-09,5.24E-09
863,5.18E-09,1.41E-08,4.62E-09,5.24E-09
864,5.18E-09,1.41E-08,4.62E-09,5.24E-09
865,5.18E-09,1.41E-08,4.62E-09,5.24E-09
866,5.18E-09,1.41E-08,4.62E-09,5.24E-09
867,5.18E-09,1.41E-08,4.62E-09,5.24E-09
868,5.18E-09,1.41E-08,4.62E-09,5.24E-09
869,5.18E-09,1.41E-08,4.62E-09,5.24E-09
870,5.18E-09,1.41E-08,4.62E-09,5.24E-09
871,5.18E-09,1.41E-08,4.62E-09,5.24E-09
872,5.18E-09,1.34E-08,4.62E-09,5.24E-09
873,5.18E-09,1.34E-08,4.62E-09,5.24E-09
874,5.18E-09,1.34E-08,4.62E-09,5.24E-09
875,5.18E-09,1.34E-08,4.62E-09,5.24E-09
876,5.18E-09,1.34E-08,4.62E-09,5.24E-09
877,5.18E-09,1.34E-08,4.62E-09,5.24E-09
878,5.18E-09,1.34E-08,4.62E-09,5.24E-09
879,5.18E-09,1.34E-08,4.62E-09,5.24E-09
880,5.18E-09,1.34E-08,4.62E-09,5.24E-09
881,5.18E-09,1.34E-08,4.62E-09,5.24E-09
882,5.18E-09,1.34E-08,4.62E-09,5.24E-09
883,5.18E-09,1.34E-08,4.62E-09,5.24E-09
884,5.18E-09,1.34E-08,4.62E-09,5.24E-09
885,5.18E-09,1.34E-08,4.62E-09,5.24E-09
886,5.18E-09,1.34E-08,4.62E-09,5.24E-09
887,3.12E-09,1.34E-08,4.62E-09,5.24E-09
888,3.12E-09,1.34E-08,4.62E-09,5.24E-09
889,3.12E-09,1.34E-08,4.62E-09,5.24E-09
890,3.12E-09,1.34E-08,4.62E-09,5.24E-09
891,3.12E-09,1.26E-08,4.62E-09,5.24E-09
892,3.12E-09,1.26E-08,4.62E-09,5.24E-09
893,3.12E-09,1.26E-08,4.62E-09,5.24E-09
894,3.12E-09,1.26E-08,4.62E-09,5.24E-09
895,3.12E-09,1.26E-08,3.34E-09,5.24E-09
896,3.12E-09,1.26E-08,3.34E-09,5.24E-09
897,3.12E-09,1.26E-08,3.34E-09,5.24E-09
898,3.12E-09,1.26E-08,3.34E-09,5.24E-09
899,3.12E-09,1.26E-08,3.34E-09,5.24E-09
900,3.12E-09,5.64E-09,3.34E-09,5.24E-09
901,3.12E-09,1.26E-08,3.34E-09,5.24E-09
902,3.12E-09,5.64E-09,3.34E-09,5.24E-09
903,3.12E-09,5.64E-09,3.34E-09,5.24E-09
904,3.12E-09,5.64E-09,3.34E-09,5.24E-09
905,3.12E-09,5.64E-09,3.34E-09,5.24E-09
906,3.12E-09,5.64E-09,3.34E-09,5.24E-09
907,3.12E-09,5.64E-09,3.25E-09,5.24E-09
908,3.12E-09,5.64E-09,3.25E-09,5.24E-09
909,3.12E-09,5.64E-09,3.25E-09,5.24E-09
910,3.12E-09,5.64E-09,3.25E-09,5.24E-09
911,3.12E-09,5.64E-09,3.25E-09,5.24E-09
912,3.12E-09,5.64E-09,3.25E-09,5.24E-09
913,3.12E-09,5.64E-09,3.25E-09,5.24E-09
914,3.12E-09,5.64E-09,3.25E-09,5.24E-09
915,3.12E-09,5.64E-09,3.25E-09,5.24E-09
916,3.12E-09,5.64E-09,3.25E-09,5.24E-09
917,3.12E-09,5.64E-09,3.25E-09,5.24E-09
918,3.12E-09,5.64E-09,3.25E-09,5.24E-09
919,3.12E-09,5.64E-09,3.25E-09,5.24E-09
920,3.12E-09,5.64E-09,3.25E-09,5.24E-09
921,3.12E-09,5.64E-09,3.25E-09,5.24E-09
922,3.12E-09,5.64E-09,3.25E-09,5.24E-09
923,3.12E-09,5.64E-09,3.25E-09,5.24E-09
924,3.12E-09,5.64E-09,3.25E-09,5.24E-09
925,3.12E-09,5.64E-09,3.25E-09,5.24E-09
926,3.12E-09,5.64E-09,3.25E-09,5.24E-09
927,3.12E-09,5.64E-09,3.25E-09,5.24E-09
928,3.12E-09,5.64E-09,3.25E-09,5.24E-09
929,3.12E-09,5.64E-09,3.25E-09,5.24E-09
930,3.12E-09,5.64E-09,3.25E-09,5.24E-09
931,3.12E-09,5.64E-09,3.25E-09,5.24E-09
932,3.12E-09,5.64E-09,3.25E-09,5.24E-09
933,3.12E-09,5.64E-09,3.25E-09,5.24E-09
934,3.12E-09,5.64E-09,3.25E-09,5.24E-09
935,3.12E-09,1.91E-09,3.25E-09,5.24E-09
936,3.12E-09,1.91E-09,3.25E-09,5.24E-09
937,3.12E-09,1.91E-09,3.25E-09,5.24E-09
938,3.12E-09,1.91E-09,3.25E-09,5.24E-09
939,3.12E-09,1.91E-09,3.25E-09,5.24E-09
940,3.12E-09,1.91E-09,3.25E-09,5.24E-09
941,3.12E-09,1.91E-09,3.25E-09,5.24E-09
942,3.12E-09,1.91E-09,3.25E-09,5.24E-09
943,3.12E-09,1.91E-09,3.25E-09,5.24E-09
944,3.12E-09,1.91E-09,3.25E-09,5.24E-09
945,3.12E-09,1.91E-09,3.25E-09,5.24E-09
946,3.12E-09,1.91E-09,3.25E-09,5.24E-09
947,3.12E-09,1.91E-09,3.25E-09,5.24E-09
948,3.12E-09,1.91E-09,3.25E-09,5.24E-09
949,3.12E-09,1.91E-09,3.25E-09,5.24E-09
950,3.12E-09,1.91E-09,3.25E-09,5.24E-09
951,3.12E-09,1.91E-09,3.25E-09,5.24E-09
952,3.12E-09,1.91E-09,3.25E-09,5.24E-09
953,3.12E-09,1.91E-09,3.25E-09,5.24E-09
954,3.12E-09,1.91E-09,3.25E-09,5.24E-09
955,3.12E-09,1.91E-09,3.25E-09,5.24E-09
956,3.12E-09,1.91E-09,3.25E-09,5.24E-09
957,3.12E-09,1.91E-09,3.25E-09,5.24E-09
958,3.12E-09,1.91E-09,3.25E-09,5.24E-09
959,3.12E-09,1.91E-09,3.25E-09,5.24E-09
960,3.12E-09,1.91E-09,3.25E-09,5.24E-09
961,3.12E-09,1.91E-09,3.25E-09,5.24E-09
962,3.12E-09,1.91E-09,3.25E-09,5.24E-09
963,3.12E-09,1.91E-09,3.25E-09,5.24E-09
964,3.12E-09,1.91E-09,3.25E-09,5.24E-09
965,3.12E-09,1.91E-09,3.25E-09,5.24E-09
966,3.12E-09,1.91E-09,3.25E-09,5.24E-09
967,3.12E-09,1.91E-09,3.25E-09,5.24E-09
968,3.12E-09,1.91E-09,3.25E-09,5.24E-09
969,3.12E-09,1.91E-09,3.25E-09,5.24E-09
970,3.12E-09,1.91E-09,3.25E-09,5.24E-09
971,3.12E-09,1.91E-09,3.25E-09,5.24E-09
972,3.12E-09,1.91E-09,3.25E-09,5.24E-09
973,3.12E-09,1.91E-09,3.25E-09,5.24E-09
974,3.12E-09,1.91E-09,3.25E-09,5.24E-09
975,3.12E-09,1.91E-09,3.25E-09,5.24E-09
976,3.12E-09,1.91E-09,3.25E-09,5.24E-09
977,3.12E-09,1.91E-09,3.25E-09,4.75E-09
978,3.12E-09,1.91E-09,3.25E-09,4.75E-09
979,3.12E-09,1.91E-09,3.25E-09,4.75E-09
980,3.12E-09,1.91E-09,3.25E-09,4.75E-09
981,3.12E-09,1.91E-09,3.25E-09,4.75E-09
982,3.12E-09,1.91E-09,3.25E-09,4.75E-09
983,3.12E-09,1.91E-09,3.25E-09,4.75E-09
984,2.79E-09,1.91E-09,3.25E-09,4.75E-09
985,2.79E-09,1.91E-09,3.25E-09,4.75E-09
986,2.79E-09,1.91E-09,3.25E-09,4.75E-09
987,2.79E-09,1.91E-09,3.25E-09,4.75E-09
